Div,Date,Time,HomeTeam,AwayTeam,Referee,B365H,B365D,B365A,BFDH,BFDD,BFDA,BVH,BVD,BVA,BWH,BWD,BWA,PPH,PPD,PPA,SKBH,SKBD,SKBA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,BFEH,BFED,BFEA,B365>2.5,B365<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,BFE>2.5,BFE<2.5,AHh,B365AHH,B365AHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,BFEAHH,BFEAHA,B365CH,B365CD,B365CA,BFDCH,BFDCD,BFDCA,BVCH,BVCD,BVCA,BWCH,BWCD,BWCA,PPCH,PPCD,PPCA,SKBCH,SKBCD,SKBCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365C>2.5,B365C<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,BFEC>2.5,BFEC<2.5,AHCh,B365CAHH,B365CAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA,BFECAHH,BFECAHA
E1,15/09/2026,19:45,Bristol City,Lincoln,T Robinson,1.79,3.6,4.1,1.9,3.5,4.2,1.85,3.6,4.2,1.87,3.6,4.1,1.85,3.5,4.33,1.83,3.6,4.2,1.9,3.6,4.33,1.85,3.55,4.19,1.94,3.7,4.6,2.03,1.83,2.03,1.83,1.96,1.79,2.06,1.91,-0.5,1.85,2.0,1.85,2.0,1.81,1.93,1.94,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/09/2026,19:45,Middlesbrough,Millwall,R Madley,1.42,4.75,6.5,1.5,4.6,6.0,1.45,4.6,6.5,1.5,4.75,5.75,1.44,4.5,6.0,1.44,4.5,6.0,1.52,4.75,6.5,1.47,4.6,6.03,1.53,4.9,6.6,1.57,2.38,1.58,2.5,1.54,2.38,1.61,2.56,-1.25,2.0,1.85,2.05,1.85,1.98,1.77,2.11,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
